ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
mercenaire	mERs°nER	mercenaire	ADJ	ADJ,NOM		s		m_E_R|s_°|n_E_R_#	m_e_r|c_e|n_ai_r_e	0,54	0,3
meublé	m9ble	meublé	NOM	VER,ADJ,NOM	m	s		m_9|b_l_e	m_eu|b_l_é	1,28	0,3
moissonneurs	mwason9R	moissonneur	NOM	NOM	m	p		m_wa|s_o|n_9_R_#	m_oi|ss_o|nn_eu_r_s	0,81	0,3
molosses	molOs	molosse	NOM	NOM	m	p		m_o|l_O_s_#	m_o|l_o_ss_es	1,01	0,3
monarchistes	monaRSist	monarchiste	ADJ	ADJ,NOM	m	p		m_o|n_a_R|S_i_s_t_#	m_o|n_a_r|ch_i_s_t_es	0,2	0,3
monstrueusement	m§stRy2z°m@	monstrueusement	ADV	ADV				m_§_s|t_R_y|2|z_°|m_@	m_on_s|t_r_u|eu|s_e|m_ent	1,69	0,3
montantes	m§t@t	montant	ADJ	ADJ	f	p		m_§|t_@_t_#	m_on|t_an_t_es	1,15	0,3
monteuse	m§t2z	monteur	NOM	NOM	f	s		m_§|t_2_z_#	m_on|t_eu_s_e	0,14	0,3
mordille	mORdij	mordiller	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	m_O_R|d_i_j_#	m_o_r|d_i_ll_e	0,47	0,3
moujik	muZik	moujik	NOM	NOM	m	s		m_u|Z_i_k	m_ou|j_i_k	0,54	0,3
moule	mul	mouler	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	m_u_l_#	m_ou_l_e	0,68	0,3
muscadet	myskadE	muscadet	NOM	NOM	m	s		m_y_s|k_a|d_E	m_u_s|c_a|d_et	1,69	0,3
musicalement	myzikal°m@	musicalement	ADV	ADV				m_y|z_i|k_a|l_°|m_@	m_u|s_i|c_a|l_e|m_ent	0,27	0,3
méfierait	mefiRE	méfier	VER	VER			cnd:pre:3s;	m_e|f_i_#|R_E	m_é|f_i_e|r_ait	0,07	0,3
mégaphones	megafOn	mégaphone	NOM	NOM	m	p		m_e|g_a|f_O_n_#	m_é|g_a|ph_o_n_es	0,07	0,3
méprisées	mepRize	mépriser	VER	VER	f	p	par:pas;	m_e|p_R_i|z_e_#	m_é|p_r_i|s_é_es	0,47	0,3
mêlerai	mEl°RE	mêler	VER	VER			ind:fut:1s;	m_E|l_°|R_E	m_ê|l_e|r_ai	0,2	0,3
mûrit	myRi	mûrir	VER	VER			ind:pre:3s;ind:pas:3s;	m_y|R_i	m_û|r_it	1,15	0,3
naufragé	nofRaZe	naufragé	NOM	VER,ADJ,NOM	m	s		n_o|f_R_a|Z_e	n_au|f_r_a|g_é	2,03	0,3
nomma	noma	nommer	VER	VER			ind:pas:3s;	n_o|m_a	n_o|mm_a	1,82	0,3
noyais	nwajE	noyer	VER	VER			ind:imp:1s;ind:imp:2s;	n_wa_j|E	n_o_y|ais	0,2	0,3
nuisances	n8iz@s	nuisance	NOM	NOM	f	p		n_8_i|z_@_s_#	n_u_i|s_an_c_es	0,14	0,3
négligeais	negliZE	négliger	VER	VER			ind:imp:1s;ind:imp:2s;	n_e|g_l_i|Z_E	n_é|g_l_i|ge_ais	0,2	0,3
négligeons	negliZ§	négliger	VER	VER			imp:pre:1p;ind:pre:1p;	n_e|g_l_i|Z_§	n_é|g_l_i|ge_ons	0	0,3
négociant	negosj@	négociant	NOM	NOM,VER	m	s		n_e|g_o|s_j_@	n_é|g_o|c_i_ant	0,88	0,3
obi	obi	obi	NOM	NOM	f	s		o|b_i	o|b_i	0,07	0,3
océanographique	oseanogRafik	océanographique	ADJ	ADJ		s		o|s_e|a|n_o|g_R_a|f_i_k_#	o|c_é|a|n_o|g_r_a|ph_i_qu_e	0	0,3
offusque	ofysk	offusquer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	o|f_y_s_k_#	o|ff_u_s_qu_e	0,61	0,3
ogres	OgR	ogre	NOM	NOM	m	p		O_g_R_#	o_g_r_es	1,28	0,3
oisillon	wazij§	oisillon	NOM	NOM	m	s		wa|z_i|j_§	oi|s_i|ll_on	0,68	0,3
organisatrice	ORganizatRis	organisateur	NOM	ADJ,NOM	f	s		O_R|g_a|n_i|z_a|t_R_i_s_#	o_r|g_a|n_i|s_a|t_r_i_c_e	0	0,3
orthophoniste	ORtofonist	orthophoniste	NOM	NOM		s		O_R|t_o|f_o|n_i_s_t_#	o_r|th_o|ph_o|n_i_s_t_e	0,07	0,3
ortolans	ORtol@	ortolan	NOM	NOM	m	p		O_R|t_o|l_@_#	o_r|t_o|l_an_s	1,62	0,3
parades	paRad	parade	NOM	NOM,VER	f	p		p_a|R_a_d_#	p_a|r_a_d_es	1,28	0,3
paramédical	paRamedikal	paramédical	ADJ	ADJ	m	s		p_a|R_a|m_e|d_i|k_a_l	p_a|r_a|m_é|d_i|c_a_l	0,14	0,3
paranormal	paRanORmal	paranormal	ADJ	ADJ,NOM	m	s		p_a|R_a|n_O_R|m_a_l	p_a|r_a|n_o_r|m_a_l	0	0,3
parlées	paRle	parler	VER	VER,ADJ	f	p	par:pas;	p_a_R|l_e_#	p_a_r|l_é_es	0,07	0,3
partants	paRt@	partant	NOM	ADJ,NOM	m	p		p_a_R|t_@_#	p_a_r|t_an_ts	0,68	0,3
partiale	paRsjal	partial	ADJ	ADJ	f	s		p_a_R|s_j_a_l_#	p_a_r|t_i_a_l_e	0,2	0,3
participait	paRtisipE	participer	VER	VER			ind:imp:3s;	p_a_R|t_i|s_i|p_E	p_a_r|t_i|c_i|p_ait	4,73	0,3
parvenais	paRv°nE	parvenir	VER	VER			ind:imp:1s;	p_a_R|v_°|n_E	p_a_r|v_e|n_ais	5,07	0,3
passereaux	pas°Ro	passereau	NOM	NOM	m	p		p_a|s_°|R_o_#	p_a|ss_e|r_eau_x	0,61	0,3
passionnantes	pasjon@t	passionnant	ADJ	ADJ	f	p		p_a|s_j_o|n_@_t_#	p_a|ss_i_o|nn_an_t_es	0,95	0,3
patache	pataS	patache	NOM	NOM	f	s		p_a|t_a_S_#	p_a|t_a_ch_e	0,2	0,3
peignez	pENe	peigner	VER	VER			imp:pre:2p;ind:pre:2p;	p_E|N_e	p_ei|gn_ez	0,14	0,3
peints	p5	peint	ADJ	VER,ADJ	m	p		p_5_#	p_ein_ts	3,51	0,3
pelée	p°le	pelé	ADJ	VER,ADJ	f	s		p_°|l_e_#	p_e|l_é_e	1,08	0,3
pendouille	p@duj	pendouiller	VER	VER			ind:pre:1s;ind:pre:3s;	p_@|d_u_j_#	p_en|d_ou_ill_e	0,61	0,3
penserons	p@s°R§	penser	VER	VER			ind:fut:1p;	p_@|s_°|R_§	p_en|s_e|r_ons	0,14	0,3
pensées	p@se	penser	VER	VER,NOM	f	p	par:pas;	p_@|s_e_#	p_en|s_é_es	0,54	0,3
perfectionnement	pERfEksjOn°m@	perfectionnement	NOM	NOM	m	s		p_E_R|f_E_k|s_j_O|n_°|m_@	p_e_r|f_e_c|t_i_o|nn_e|m_ent	0,95	0,3
permises	pERmiz	permettre	VER	VER	f	p	par:pas;	p_E_R|m_i_z_#	p_e_r|m_i_s_es	0,47	0,3
personnification	pERsonifikasj§	personnification	NOM	NOM	f	s		p_E_R|s_o|n_i|f_i|k_a|s_j_§	p_e_r|s_o|nn_i|f_i|c_a|t_i_on	0,14	0,3
perspective	pERspEktiv	perspectif	ADJ	ADJ,NOM	f	s		p_E_R|s_p_E_k|t_i_v_#	p_e_r|s_p_e_c|t_i_v_e	0,68	0,3
persévérant	pERseveR@	persévérant	ADJ	ADJ,VER	m	s		p_E_R|s_e|v_e|R_@	p_e_r|s_é|v_é|r_ant	0,14	0,3
pestilentielles	pEstil@sjEl	pestilentiel	ADJ	ADJ	f	p		p_E_s|t_i|l_@|s_j_E_l_#	p_e_s|t_i|l_en|t_i_e_ll_es	0,27	0,3
phéniciens	fenisj5	phénicien	ADJ	ADJ,NOM	m	p		f_e|n_i|s_j_5_#	ph_é|n_i|c_i_en_s	0,07	0,3
pilé	pile	piler	VER	VER	m	s	par:pas;	p_i|l_e	p_i|l_é	1,15	0,3
pin's	pins	pin's	NOM	NOM	m			p_i_n_#_s	p_i_n_'_s	0	0,3
pisseuse	pis2z	pisseur	ADJ	ADJ,NOM	f	s		p_i|s_2_z_#	p_i|ss_eu_s_e	0,68	0,3
pistage	pistaZ	pistage	NOM	NOM	m	s		p_i_s|t_a_Z	p_i_s|t_a_ge	0	0,3
plairiez	plERje	plaire	VER	VER			cnd:pre:2p;	p_l_E|R_j_e	p_l_ai|r_i_ez	0	0,3
plantera	pl@t°Ra	planter	VER	VER			ind:fut:3s;	p_l_@|t_°|R_a	p_l_an|t_e|r_a	0,07	0,3
playmate	plEjmat	playmate	NOM	NOM	f	s		p_l_Ej|m_a_t_#	p_l_ay|m_a_t_e	0,27	0,3
plongerai	pl§Z°RE	plonger	VER	VER			ind:fut:1s;	p_l_§|Z_°|R_E	p_l_on|g_e|r_ai	0	0,3
pointage	pw5taZ	pointage	NOM	NOM	m	s		p_w5|t_a_Z	p_oin|t_a_ge	0,41	0,3
poly	poli	poly	NOM	NOM	m	s		p_o|l_i	p_o|l_y	0,14	0,3
ponctuation	p§kt8asj§	ponctuation	NOM	NOM	f	s		p_§_k|t_8_a|s_j_§	p_on_c|t_u_a|t_i_on	1,35	0,3
ponte	p§t	ponter	VER	NOM,VER			imp:pre:2s;ind:pre:3s;	p_§_t_#	p_on_t_e	0,14	0,3
portemanteau	pORt°m@to	portemanteau	NOM	NOM	m	s		p_O_R|t_°|m_@|t_o	p_o_r|t_e|m_an|t_eau	2,97	0,3
porteriez	pORt°Rje	porter	VER	VER			cnd:pre:2p;	p_O_R|t_°|R_j_e	p_o_r|t_e|r_i_ez	0,07	0,3
portugaises	pORtygEz	portugais	ADJ	ADJ,NOM	f	p		p_O_R|t_y|g_E_z_#	p_o_r|t_u|g_ai_s_es	0,41	0,3
pourceau	puRso	pourceau	NOM	NOM	m	s		p_u_R|s_o	p_ou_r|c_eau	0,34	0,3
pourrirai	puRiRE	pourrir	VER	VER			ind:fut:1s;	p_u|R_i|R_E	p_ou|rr_i|r_ai	0,07	0,3
praticable	pRatikabl	praticable	ADJ	ADJ,NOM		s		p_R_a|t_i|k_a_b_l_#	p_r_a|t_i|c_a_b_l_e	1,01	0,3
praticien	pRatisj5	praticien	NOM	NOM	m	s		p_R_a|t_i|s_j_5	p_r_a|t_i|c_i_en	1,35	0,3
prisé	pRize	priser	VER	VER	m	s	par:pas;	p_R_i|z_e	p_r_i|s_é	0,54	0,3
projos	pRoZo	projo	NOM	NOM	m	p		p_R_o|Z_o_#	p_r_o|j_o_s	0,14	0,3
proliférer	pRolifeRe	proliférer	VER	VER			inf;	p_R_o|l_i|f_e|R_e	p_r_o|l_i|f_é|r_er	0,54	0,3
promènera	pRomEn°Ra	promener	VER	VER			ind:fut:3s;	p_R_o|m_E|n_°|R_a	p_r_o|m_è|n_e|r_a	0,14	0,3
propagent	pRopaZ	propager	VER	VER			ind:pre:3p;	p_R_o|p_a_Z_#	p_r_o|p_a_g_ent	0,68	0,3
propagée	pRopaZe	propager	VER	VER	f	s	par:pas;	p_R_o|p_a|Z_e_#	p_r_o|p_a|g_é_e	0,14	0,3
protagonistes	pRotagonist	protagoniste	NOM	NOM		p		p_R_o|t_a|g_o|n_i_s_t_#	p_r_o|t_a|g_o|n_i_s_t_es	1,49	0,3
précèdent	pResEd	précéder	VER	VER			ind:pre:3p;	p_R_e|s_E_d_#	p_r_é|c_è_d_ent	2,16	0,3
préjudiciable	pReZydisjabl	préjudiciable	ADJ	ADJ		s		p_R_e|Z_y|d_i|s_j_a_b_l_#	p_r_é|j_u|d_i|c_i_a_b_l_e	0,47	0,3
prénuptial	pRenypsjal	prénuptial	ADJ	ADJ	m	s		p_R_e|n_y_p|s_j_a_l	p_r_é|n_u_p|t_i_a_l	0,07	0,3
prépara	pRepaRa	préparer	VER	VER			ind:pas:3s;	p_R_e|p_a|R_a	p_r_é|p_a|r_a	5	0,3
préparerons	pRepaR°R§	préparer	VER	VER			ind:fut:1p;	p_R_e|p_a|R_°|R_§	p_r_é|p_a|r_e|r_ons	0,07	0,3
prêtèrent	pREtER	prêter	VER	VER			ind:pas:3p;	p_R_E|t_E_R_#	p_r_ê|t_è_r_ent	0,14	0,3
puceaux	pyso	puceau	NOM	ADJ,NOM	m	p		p_y|s_o_#	p_u|c_eau_x	0,27	0,3
punisses	pynis	punir	VER	VER			sub:pre:2s;	p_y|n_i_s_#	p_u|n_i_ss_es	0	0,3
purgatif	pyRgatif	purgatif	ADJ	ADJ,NOM	m	s		p_y_R|g_a|t_i_f	p_u_r|g_a|t_i_f	0,07	0,3
purifient	pyRifi	purifier	VER	VER			ind:pre:3p;	p_y|R_i|f_i_#	p_u|r_i|f_i_ent	0,07	0,3
putrides	pytRid	putride	ADJ	ADJ		p		p_y|t_R_i_d_#	p_u|t_r_i_d_es	0,41	0,3
pygmées	pigme	pygmée	NOM	ADJ,NOM		p		p_i_g|m_e_#	p_y_g|m_é_es	0,47	0,3
pèlerinages	pEl°RinaZ	pèlerinage	NOM	NOM	m	p		p_E|l_°|R_i|n_a_Z_#	p_è|l_e|r_i|n_a_g_es	1,35	0,3
pèsera	pEz°Ra	peser	VER	VER			ind:fut:3s;	p_E|z_°|R_a	p_è|s_e|r_a	0,54	0,3
périphérique	peRifeRik	périphérique	ADJ	ADJ,NOM		s		p_e|R_i|f_e|R_i_k_#	p_é|r_i|ph_é|r_i_qu_e	0,61	0,3
péteux	pet2	péteux	NOM	ADJ,NOM	m			p_e|t_2_#	p_é|t_eu_x	0,61	0,3
pétrodollars	petRodolaR	pétrodollar	NOM	NOM	m	p		p_e|t_R_o|d_o|l_a_R_#	p_é|t_r_o|d_o|ll_a_r_s	0	0,3
quémandeurs	kem@d9R	quémandeur	NOM	NOM	m	p		k_e|m_@|d_9_R_#	qu_é|m_an|d_eu_r_s	0,27	0,3
raccompagnait	Rak§paNE	raccompagner	VER	VER			ind:imp:3s;	R_a|k_§|p_a|N_E	r_a|cc_om|p_a|gn_ait	1,42	0,3
radasse	Radas	rader	VER	VER			sub:imp:1s;	R_a|d_a_s_#	r_a|d_a_ss_e	0,54	0,3
radeaux	Rado	radeau	NOM	NOM	m	p		R_a|d_o_#	r_a|d_eau_x	0,88	0,3
ralentirait	Ral@tiRE	ralentir	VER	VER			cnd:pre:3s;	R_a|l_@|t_i|R_E	r_a|l_en|t_i|r_ait	0,2	0,3
ramassant	Ramas@	ramasser	VER	VER			par:pre;	R_a|m_a|s_@	r_a|m_a|ss_ant	3,92	0,3
ramassons	Ramas§	ramasser	VER	VER			imp:pre:1p;ind:pre:1p;	R_a|m_a|s_§	r_a|m_a|ss_ons	0,14	0,3
rapprochaient	RapRoSE	rapprocher	VER	VER			ind:imp:3p;	R_a|p_R_o|S_E	r_a|pp_r_o|ch_aient	3,65	0,3
ratifier	Ratifje	ratifier	VER	VER			inf;	R_a|t_i|f_j_e	r_a|t_i|f_i_er	0,27	0,3
rauque	Rok	rauque	ADJ	ADJ,VER		s		R_o_k_#	r_au_qu_e	14,8	0,3
raves	Rav	rave	NOM	NOM	f	p		R_a_v_#	r_a_v_es	1,01	0,3
rayés	Reje	rayer	VER	VER,ADJ	m	p	par:pas;	R_e|j_e_#	r_a|y_é_s	1,01	0,3
recto	REkto	recto	NOM	NOM	m	s		R_E_k|t_o	r_e_c|t_o	0,88	0,3
redevables	R°d°vabl	redevable	ADJ	ADJ		p		R_°|d_°|v_a_b_l_#	r_e|d_e|v_a_b_l_es	0,07	0,3
redressé	R°dRese	redresser	VER	VER	m	s	par:pas;	R_°|d_R_e|s_e	r_e|d_r_e|ss_é	5,61	0,3
referont	R°f°R§	refaire	VER	VER			ind:fut:3p;	R_°|f_°|R_§	r_e|f_e|r_ont	0,07	0,3
refoule	R°ful	refouler	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	R_°|f_u_l_#	r_e|f_ou_l_e	0,88	0,3
relevées	R°l°ve	relever	VER	VER,ADJ,NOM	f	p	par:pas;	R_°|l_°|v_e_#	r_e|l_e|v_é_es	1,35	0,3
relient	R°li	relier	VER	VER			ind:pre:3p;	R_°|l_i_#	r_e|l_i_ent	1,01	0,3
relié	R°lje	relié	ADJ	VER,ADJ	m	s		R_°|l_j_e	r_e|l_i_é	0,61	0,3
remercieront	R°mERsiR§	remercier	VER	VER			ind:fut:3p;	R_°|m_E_R|s_i_#|R_§	r_e|m_e_r|c_i_e|r_ont	0	0,3
remonteront	R°m§t°R§	remonter	VER	VER			ind:fut:3p;	R_°|m_§|t_°|R_§	r_e|m_on|t_e|r_ont	0,14	0,3
remontions	R°m§tj§	remonter	VER	VER			ind:imp:1p;	R_°|m_§|t_j_§	r_e|m_on|t_i_ons	0,74	0,3
remplaceront	R@plas°R§	remplacer	VER	VER			ind:fut:3p;	R_@|p_l_a|s_°|R_§	r_em|p_l_a|c_e|r_ont	0	0,3
remplaciez	R@plasje	remplacer	VER	VER			ind:imp:2p;	R_@|p_l_a|s_j_e	r_em|p_l_a|c_i_ez	0	0,3
reniée	R°nje	renier	VER	VER	f	s	par:pas;	R_°|n_j_e_#	r_e|n_i_é_e	0,81	0,3
renégocier	R°negosje	renégocier	VER	VER			inf;	R_°|n_e|g_o|s_j_e	r_e|n_é|g_o|c_i_er	0	0,3
repiqué	R°pike	repiquer	VER	VER	m	s	par:pas;	R_°|p_i|k_e	r_e|p_i|qu_é	0,27	0,3
resplendissant	REspl@dis@	resplendissant	ADJ	VER,ADJ	m	s		R_E_s|p_l_@|d_i|s_@	r_e_s|p_l_en|d_i|ss_ant	0,41	0,3
responsabiliser	REsp§sabilize	responsabiliser	VER	VER			inf;	R_E_s|p_§|s_a|b_i|l_i|z_e	r_e_s|p_on|s_a|b_i|l_i|s_er	0	0,3
restreindre	REstR5dR	restreindre	VER	VER			inf;	R_E_s|t_R_5_d_R_#	r_e_s|t_r_ein_d_r_e	0,41	0,3
ridiculement	Ridikyl°m@	ridiculement	ADV	ADV				R_i|d_i|k_y|l_°|m_@	r_i|d_i|c_u|l_e|m_ent	2,57	0,3
ridée	Ride	ridé	ADJ	VER,ADJ	f	s		R_i|d_e_#	r_i|d_é_e	2,16	0,3
rigolos	Rigolo	rigolo	ADJ	ADJ,NOM	m	p		R_i|g_o|l_o_#	r_i|g_o|l_o_s	0,81	0,3
riront	RiR§	rire	VER	VER			ind:fut:3p;	R_i|R_§	r_i|r_ont	0,14	0,3
risquerai	Risk°RE	risquer	VER	VER			ind:fut:1s;	R_i_s|k_°|R_E	r_i_s|qu_e|r_ai	0,14	0,3
roder	Rode	roder	VER	VER			inf;	R_o|d_e	r_o|d_er	0,34	0,3
rodés	Rode	roder	VER	VER	m	p	par:pas;	R_o|d_e_#	r_o|d_é_s	0,07	0,3
ronflent	R§fl	ronfler	VER	VER			ind:pre:3p;	R_§_f_l_#	r_on_f_l_ent	1,22	0,3
ronin	ROn5	ronin	NOM	NOM	m	s		R_O|n_5	r_o|n_in	0,07	0,3
roseraie	Roz°RE	roseraie	NOM	NOM	f	s		R_o|z_°|R_E_#	r_o|s_e|r_ai_e	0,14	0,3
rosée	Roze	roser	VER	VER,NOM	f	s	par:pas;	R_o|z_e_#	r_o|s_é_e	0,95	0,3
rouage	RwaZ	rouage	NOM	NOM	m	s		R_w_a_Z	r_ou_a_ge	0,47	0,3
roulée	Rule	rouler	VER	VER,ADJ	f	s	par:pas;	R_u|l_e_#	r_ou|l_é_e	3,99	0,3
rouquin	Ruk5	rouquin	ADJ	ADJ,NOM	m	s		R_u|k_5	r_ou|qu_in	1,62	0,3
rythmé	Ritme	rythmé	ADJ	VER,ADJ	m	s		R_i_t|m_e	r_y_th|m_é	0,68	0,3
râpée	Rape	râpé	ADJ	VER,ADJ	f	s		R_a|p_e_#	r_â|p_é_e	0,54	0,3
réconcilions	Rek§silj§	réconcilier	VER	VER			imp:pre:1p;ind:pre:1p;	R_e|k_§|s_i|l_j_§	r_é|c_on|c_i|l_i_ons	0,07	0,3
réconfortez	Rek§fORte	réconforter	VER	VER			imp:pre:2p;	R_e|k_§|f_O_R|t_e	r_é|c_on|f_o_r|t_ez	0	0,3
réfugiais	RefyZjE	réfugier	VER	VER			ind:imp:1s;ind:imp:2s;	R_e|f_y|Z_j_E	r_é|f_u|g_i_ais	0,74	0,3
réglages	ReglaZ	réglage	NOM	NOM	m	p		R_e|g_l_a_Z_#	r_é|g_l_a_g_es	0,14	0,3
réglisse	Reglis	réglisse	ADJ	ADJ,NOM				R_e|g_l_i_s_#	r_é|g_l_i_ss_e	0,14	0,3
réincarner	Re5kaRne	réincarner	VER	VER			inf;	R_e|5|k_a_R|n_e	r_é|in|c_a_r|n_er	0,07	0,3
répugnent	RepyN	répugner	VER	VER			ind:pre:3p;	R_e|p_y_N_#	r_é|p_u_gn_ent	0,34	0,3
répétées	Repete	répété	ADJ	VER,ADJ	f	p		R_e|p_e|t_e_#	r_é|p_é|t_é_es	1,76	0,3
réveillonne	RevEjOn	réveillonner	VER	VER			ind:pre:3s;	R_e|v_E|j_O_n_#	r_é|v_ei|ll_o_nn_e	0,07	0,3
rôtis	Roti	rôti	NOM	ADJ,NOM,VER	m	p		R_o|t_i_#	r_ô|t_i_s	0,95	0,3
sabayon	sabaj§	sabayon	NOM	NOM	m	s		s_a|b_a|j_§	s_a|b_a|y_on	0,07	0,3
sacrifia	sakRifja	sacrifier	VER	VER			ind:pas:3s;	s_a|k_R_i|f_j_a	s_a|c_r_i|f_i_a	0,47	0,3
saler	sale	saler	VER	VER			inf;	s_a|l_e	s_a|l_er	0,41	0,3
salueras	salyRa	saluer	VER	VER			ind:fut:2s;	s_a|l_y_#|R_a	s_a|l_u_e|r_as	0,07	0,3
sanglot	s@glo	sanglot	NOM	NOM	m	s		s_@|g_l_o_#	s_an|g_l_o_t	9,59	0,3
saoulent	sul	saouler	VER	VER			ind:pre:3p;	s_#_u_l_#	s_a_ou_l_ent	0,07	0,3
saoulée	sule	saouler	VER	VER	f	s	par:pas;	s_#_u|l_e_#	s_a_ou|l_é_e	0,41	0,3
saphirs	safiR	saphir	NOM	NOM	m	p		s_a|f_i_R_#	s_a|ph_i_r_s	0,74	0,3
saturées	satyRe	saturer	VER	VER,ADJ	f	p	par:pas;	s_a|t_y|R_e_#	s_a|t_u|r_é_es	0,14	0,3
sautiller	sotije	sautiller	VER	VER			inf;	s_o|t_i|j_e	s_au|t_i|ll_er	0,81	0,3
savate	savat	savate	NOM	NOM,VER	f	s		s_a|v_a_t_#	s_a|v_a_t_e	1,76	0,3
scaphandres	skaf@dR	scaphandre	NOM	NOM	m	p		s_k_a|f_@_d_R_#	s_c_a|ph_an_d_r_es	0	0,3
scientologie	sj@toloZi	scientologie	NOM	NOM	f	s		s_j_@|t_o|l_o|Z_i_#	sc_i_en|t_o|l_o|g_i_e	0	0,3
secourue	s°kuRy	secourir	VER	VER	f	s	par:pas;	s_°|k_u|R_y_#	s_e|c_ou|r_u_e	0,54	0,3
seniors	senjOR	senior	NOM	ADJ,NOM	m	p		s_e|n_j_O_R_#	s_e|n_i_o_r_s	0,07	0,3
simulé	simyle	simulé	ADJ	VER,ADJ	m	s		s_i|m_y|l_e	s_i|m_u|l_é	0,2	0,3
skie	ski	skier	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	s_k_i_#	s_k_i_e	0,07	0,3
souffla	sufla	souffler	VER	VER			ind:pas:3s;	s_u|f_l_a	s_ou|ff_l_a	14,8	0,3
soule	sul	soule	ADJ	ADJ,NOM	m	s		s_u_l_#	s_ou_l_e	0	0,3
soupçonneuse	supson2z	soupçonneux	ADJ	ADJ	f	s		s_u_p|s_o|n_2_z_#	s_ou_p|ç_o|nn_eu_s_e	1,08	0,3
soutenu	sut°ny	soutenu	ADJ	VER,ADJ	m	s		s_u|t_°|n_y	s_ou|t_e|n_u	2,36	0,3
soûlent	sul	soûler	VER	VER			ind:pre:3p;	s_u_l_#	s_oû_l_ent	0,27	0,3
squatters	skwat9R	squatter	NOM	NOM	m	p		s_kw_a|t_9_R_#	s_qu_a|tt_e_r_s	0,14	0,3
stationne	stasjOn	stationner	VER	VER			imp:pre:2s;ind:pre:3s;	s_t_a|s_j_O_n_#	s_t_a|t_i_o_nn_e	0,61	0,3
stratégiquement	stRateZik°m@	stratégiquement	ADV	ADV				s_t_R_a|t_e|Z_i|k_°|m_@	s_t_r_a|t_é|g_i|qu_e|m_ent	0,54	0,3
stylisé	stilize	styliser	VER	VER	m	s	par:pas;	s_t_i|l_i|z_e	s_t_y|l_i|s_é	0,74	0,3
subventionne	sybv@sjOn	subventionner	VER	VER			imp:pre:2s;ind:pre:3s;	s_y_b|v_@|s_j_O_n_#	s_u_b|v_en|t_i_o_nn_e	0	0,3
suicida	s8isida	suicider	VER	VER			ind:pas:3s;	s_8_i|s_i|d_a	s_u_i|c_i|d_a	0,47	0,3
superbement	sypERb°m@	superbement	ADV	ADV				s_y|p_E_R|b_°|m_@	s_u|p_e_r|b_e|m_ent	2,64	0,3
superstitieuse	sypERstisj2z	superstitieux	ADJ	ADJ,NOM	f	s		s_y|p_E_R|s_t_i|s_j_2_z_#	s_u|p_e_r|s_t_i|t_i_eu_s_e	1,82	0,3
surgissait	syRZisE	surgir	VER	VER			ind:imp:3s;	s_y_R|Z_i|s_E	s_u_r|g_i|ss_ait	8,04	0,3
surnombre	syRn§bR	surnombre	NOM	NOM	m	s		s_y_R|n_§_b_R_#	s_u_r|n_om_b_r_e	0,68	0,3
surplace	syRplas	surplace	NOM	NOM	m	s		s_y_R|p_l_a_s_#	s_u_r|p_l_a_c_e	0,34	0,3
survint	syRv5	survenir	VER	VER			ind:pas:3s;	s_y_R|v_5	s_u_r|v_int	2,84	0,3
survivez	syRvive	survivre	VER	VER			imp:pre:2p;ind:pre:2p;	s_y_R|v_i|v_e	s_u_r|v_i|v_ez	0	0,3
symbolisent	s5boliz	symboliser	VER	VER			ind:pre:3p;	s_5|b_o|l_i_z_#	s_ym|b_o|l_i_s_ent	0,54	0,3
syndicaliste	s5dikalist	syndicaliste	NOM	ADJ,NOM		s		s_5|d_i|k_a|l_i_s_t_#	s_yn|d_i|c_a|l_i_s_t_e	0,41	0,3
séparaient	sepaRE	séparer	VER	VER			ind:imp:3p;	s_e|p_a|R_E	s_é|p_a|r_aient	7,7	0,3
séparèrent	sepaRER	séparer	VER	VER			ind:pas:3p;	s_e|p_a|R_E_R_#	s_é|p_a|r_è_r_ent	3,11	0,3
séquestration	sekEstRasj§	séquestration	NOM	NOM	f	s		s_e|k_E_s|t_R_a|s_j_§	s_é|qu_e_s|t_r_a|t_i_on	0,34	0,3
séquoia	sekoja	séquoia	NOM	NOM	m	s		s_e|k_o|j_a	s_é|qu_o|i_a	1,22	0,3
tabacs	taba	tabac	NOM	NOM	m	p		t_a|b_a_#	t_a|b_a_cs	0,61	0,3
taillade	tajad	taillade	NOM	NOM,VER	f	s		t_a|j_a_d_#	t_a|ill_a_d_e	0	0,3
taillerais	taj°RE	tailler	VER	VER			cnd:pre:1s;cnd:pre:2s;	t_a|j_°|R_E	t_a|ill_e|r_ais	0	0,3
taisaient	tEzE	taire	VER	VER			ind:imp:3p;	t_E|z_E	t_ai|s_aient	4,53	0,3
tenant	t°n@	tenant	NOM	ADJ,NOM,VER	m	s		t_°|n_@	t_e|n_ant	2,3	0,3
tendrons	t@dR§	tendron	NOM	VER,NOM	m	p		t_@|d_R_§	t_en|d_r_ons	0,27	0,3
tentés	t@te	tenter	VER	VER,ADJ	m	p	par:pas;	t_@|t_e_#	t_en|t_é_s	1,49	0,3
