ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
terrorisait	tERoRizE	terroriser	VER	VER			ind:imp:3s;	t_E|R_o|R_i|z_E	t_e|rr_o|r_i|s_ait	0,74	0,3
thaïlandais	tajl@dE	thaïlandais	NOM	ADJ,NOM	m			t_a_j|l_@|d_E_#	th_a_ï|l_an|d_ai_s	0,2	0,3
tibias	tibja	tibia	NOM	NOM	m	p		t_i|b_j_a_#	t_i|b_i_a_s	2,03	0,3
tirades	tiRad	tirade	NOM	NOM	f	p		t_i|R_a_d_#	t_i|r_a_d_es	0,88	0,3
tirant	tiR@	tirant	NOM	NOM,VER	m	s		t_i|R_@	t_i|r_ant	1,69	0,3
tissus	tisy	tissu	ADJ	ADJ,NOM	m	p		t_i|s_y_#	t_i|ss_u_s	0,61	0,3
tocade	tokad	tocade	NOM	NOM	f	s		t_o|k_a_d_#	t_o|c_a_d_e	0	0,3
toquée	toke	toquer	VER	VER,ADJ	f	s	par:pas;	t_o|k_e_#	t_o|qu_é_e	0,27	0,3
torturons	tORtyR§	torturer	VER	VER			imp:pre:1p;ind:pre:1p;	t_O_R|t_y|R_§	t_o_r|t_u|r_ons	0	0,3
tracent	tRas	tracer	VER	VER			ind:pre:3p;	t_R_a_s_#	t_r_a_c_ent	1,42	0,3
transformé	tR@sfORme	transformé	ADJ	VER,ADJ	m	s		t_R_@_s|f_O_R|m_e	t_r_an_s|f_o_r|m_é	0,54	0,3
transférerai	tR@sfeR°RE	transférer	VER	VER			ind:fut:1s;	t_R_@_s|f_e|R_°|R_E	t_r_an_s|f_é|r_e|r_ai	0	0,3
trembla	tR@bla	trembler	VER	VER			ind:pas:3s;	t_R_@|b_l_a	t_r_em|b_l_a	1,55	0,3
tricolore	tRikolOR	tricolore	ADJ	ADJ		s		t_R_i|k_o|l_O_R_#	t_r_i|c_o|l_o_r_e	6,08	0,3
trinqué	tR5ke	trinquer	VER	VER	m	s	par:pas;	t_R_5|k_e	t_r_in|qu_é	0,95	0,3
tropicaux	tRopiko	tropical	ADJ	ADJ	m	p		t_R_o|p_i|k_o_#	t_r_o|p_i|c_au_x	1,15	0,3
trouez	VRAI	trouer	VER	VER			imp:pre:2p;ind:pre:2p;	t_R_u|e	t_r_ou|ez	0	0,3
turlupine	tyRlypin	turlupiner	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	t_y_R|l_y|p_i_n_#	t_u_r|l_u|p_i_n_e	0,27	0,3
turquoise	tyRkwaz	turquoise	NOM	ADJ,NOM	f	s		t_y_R|k_wa_z_#	t_u_r|qu_oi_s_e	0,61	0,3
télécoms	telekOm	télécom	NOM	NOM	f	p		t_e|l_e|k_O_m_#	t_é|l_é|c_o_m_s	0	0,3
ténu	teny	ténu	ADJ	ADJ	m	s		t_e|n_y	t_é|n_u	2,84	0,3
ukrainiens	ykREnj5	ukrainien	NOM	ADJ,NOM	m	p		y|k_R_E|n_j_5_#	u|k_r_ai|n_i_en_s	0,41	0,3
unifiés	ynifje	unifier	VER	VER	m	p	par:pas;	y|n_i|f_j_e_#	u|n_i|f_i_é_s	0,07	0,3
vaccinations	vaksinasj§	vaccination	NOM	NOM	f	p		v_a_k|s_i|n_a|s_j_§_#	v_a_c|c_i|n_a|t_i_on_s	0,07	0,3
vacciné	vaksine	vacciné	ADJ	VER,ADJ	m	s		v_a_k|s_i|n_e	v_a_c|c_i|n_é	0,07	0,3
vagabonde	vagab§d	vagabond	NOM	ADJ,NOM,VER	f	s		v_a|g_a|b_§_d_#	v_a|g_a|b_on_d_e	0,27	0,3
valériane	valeRjan	valériane	NOM	NOM	f	s		v_a|l_e|R_j_a_n_#	v_a|l_é|r_i_a_n_e	0,14	0,3
vecteurs	vEkt9R	vecteur	NOM	ADJ,NOM	m	p		v_E_k|t_9_R_#	v_e_c|t_eu_r_s	0,07	0,3
veillerons	vEj°R§	veiller	VER	VER			ind:fut:1p;	v_E|j_°|R_§	v_ei|ll_e|r_ons	0,14	0,3
velouté	v°lute	velouté	ADJ	VER,ADJ,NOM	m	s		v_°|l_u|t_e	v_e|l_ou|t_é	2,36	0,3
vendriez	v@dRie	vendre	VER	VER			cnd:pre:2p;	v_@|d_R_i|e	v_en|d_r_i|ez	0	0,3
vertueuses	vERt82z	vertueux	ADJ	ADJ	f	p		v_E_R|t_8_2_z_#	v_e_r|t_u_eu_s_es	0,68	0,3
vexerai	vEks°RE	vexer	VER	VER			ind:fut:1s;	v_E|ks_°|R_E	v_e|x_e|r_ai	0	0,3
vexée	vEkse	vexé	ADJ	VER,ADJ	f	s		v_E|ks_e_#	v_e|x_é_e	1,35	0,3
vieillie	vjeji	vieillir	VER	ADJ,VER	f	s	par:pas;	v_j_e|j_i_#	v_i_ei|ll_i_e	0,61	0,3
vieilliront	vjEjiR§	vieillir	VER	VER			ind:fut:3p;	v_j_E|j_i|R_§	v_i_ei|ll_i|r_ont	0,07	0,3
visitées	vizite	visiter	VER	VER	f	p	par:pas;	v_i|z_i|t_e_#	v_i|s_i|t_é_es	0,54	0,3
visés	vize	viser	VER	VER,ADJ,NOM	m	p	par:pas;	v_i|z_e_#	v_i|s_é_s	0,2	0,3
visés	vize	visé	ADJ	VER,ADJ,NOM	m	p		v_i|z_e_#	v_i|s_é_s	0,34	0,3
vitrée	vitRe	vitré	ADJ	VER,ADJ	f	s		v_i|t_R_e_#	v_i|t_r_é_e	11,22	0,3
voilé	vwale	voiler	VER	VER,ADJ	m	s	par:pas;	v_wa|l_e	v_oi|l_é	2,09	0,3
volailles	volaj	volaille	NOM	NOM	f	p		v_o|l_a_j_#	v_o|l_a_ill_es	3,04	0,3
volatiles	volatil	volatile	NOM	ADJ,NOM	m	p		v_o|l_a|t_i_l_#	v_o|l_a|t_i_l_es	1,22	0,3
voyageaient	vwajaZE	voyager	VER	VER			ind:imp:3p;	v_wa_j|a|Z_E	v_o_y|a|ge_aient	1,49	0,3
véniel	venjEl	véniel	ADJ	ADJ	m	s		v_e|n_j_E_l	v_é|n_i_e_l	0,2	0,3
vînt	v5	venir	VER	VER			sub:imp:3s;	v_5	v_înt	6,62	0,3
zigue	zig	zigue	NOM	NOM	m	s		z_i_g_#	z_i_gu_e	0,54	0,3
échanges	eS@Z	échanger	VER	NOM,VER			ind:pre:2s;sub:pre:2s;	e|S_@_Z_#	é|ch_an_g_es	0,2	0,3
échangeur	eS@Z9R	échangeur	NOM	NOM	m	s		e|S_@|Z_9_R	é|ch_an|g_eu_r	0,2	0,3
écoeuré	ek9Re	écoeuré	ADJ	VER,ADJ	m	s		e|k_9|R_e	é|c_oeu|r_é	2,64	0,3
écoulait	ekulE	écouler	VER	VER			ind:imp:3s;	e|k_u|l_E	é|c_ou|l_ait	3,18	0,3
écrabouille	ekRabuj	écrabouiller	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	e|k_R_a|b_u_j_#	é|c_r_a|b_ou_ill_e	0,27	0,3
écrier	ekRije	écrier	VER	VER			inf;	e|k_R_ij|e	é|c_r_i|er	1,76	0,3
écumoire	ekymwaR	écumoire	NOM	NOM	f	s		e|k_y|m_wa_R_#	é|c_u|m_oi_r_e	0,68	0,3
élasticité	elastisite	élasticité	NOM	NOM	f	s		e|l_a_s|t_i|s_i|t_e	é|l_a_s|t_i|c_i|t_é	1,76	0,3
élevées	El°ve	élever	VER	VER,ADJ	f	p	par:pas;	E|l_°|v_e_#	é|l_e|v_é_es	0,34	0,3
éliminent	elimin	éliminer	VER	VER			ind:pre:3p;	e|l_i|m_i_n_#	é|l_i|m_i_n_ent	0,14	0,3
élogieux	eloZj2	élogieux	ADJ	ADJ	m			e|l_o|Z_j_2_#	é|l_o|g_i_eu_x	0,34	0,3
élévation	elevasj§	élévation	NOM	NOM	f	s		e|l_e|v_a|s_j_§	é|l_é|v_a|t_i_on	2,97	0,3
émois	emwa	émoi	NOM	NOM	m	p		e|m_wa_#	é|m_oi_s	1,89	0,3
énoncer	en§se	énoncer	VER	VER			inf;	e|n_§|s_e	é|n_on|c_er	1,49	0,3
érections	eREksj§	érection	NOM	NOM	f	p		e|R_E_k|s_j_§_#	é|r_e_c|t_i_on_s	0,74	0,3
érudits	eRydi	érudit	NOM	ADJ,NOM	m	p		e|R_y|d_i_#	é|r_u|d_i_ts	1,08	0,3
étalés	etale	étaler	VER	VER	m	p	par:pas;	e|t_a|l_e_#	é|t_a|l_é_s	3,99	0,3
étourderie	etuRd°Ri	étourderie	NOM	NOM	f	s		e|t_u_R|d_°|R_i_#	é|t_ou_r|d_e|r_i_e	1,49	0,3
étreins	etR5	étreindre	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:2s;	e|t_R_5_#	é|t_r_ein_s	0,2	0,3
évaporé	evapoRe	évaporé	ADJ	VER,ADJ	m	s		e|v_a|p_o|R_e	é|v_a|p_o|r_é	0,27	0,3
abolit	aboli	abolir	VER	VER			ind:pre:3s;ind:pas:3s;	a|b_o|l_i	a|b_o|l_it	1,28	0,29
aboutira	abutiRa	aboutir	VER	VER			ind:fut:3s;	a|b_u|t_i|R_a	a|b_ou|t_i|r_a	0,41	0,29
abraxas	abRaksas	abraxas	NOM	NOM	m			a|b_R_a|ks_a_s	a|b_r_a|x_a_s	0	0,29
abusée	abyze	abuser	VER	VER,ADJ	f	s	par:pas;	a|b_y|z_e_#	a|b_u|s_é_e	0,27	0,29
accablantes	akabl@t	accablant	ADJ	ADJ	f	p		a|k_a|b_l_@_t_#	a|cc_a|b_l_an_t_es	0,81	0,29
accompagnateurs	ak§paNat9R	accompagnateur	NOM	NOM	m	p		a|k_§|p_a|N_a|t_9_R_#	a|cc_om|p_a|gn_a|t_eu_r_s	0,68	0,29
accouchez	akuSe	accoucher	VER	VER			imp:pre:2p;ind:pre:2p;	a|k_u|S_e	a|cc_ou|ch_ez	0	0,29
accourons	akuR§	accourir	VER	VER			ind:pre:1p;	a|k_u|R_§	a|cc_ou|r_ons	0,07	0,29
accroupit	akRupi	accroupir	VER	VER			ind:pre:3s;ind:pas:3s;	a|k_R_u|p_i	a|cc_r_ou|p_it	5,27	0,29
accrue	akRy	accru	ADJ	VER,ADJ,NOM	f	s		a|k_R_y_#	a|cc_r_u_e	2,09	0,29
accule	akyl	acculer	VER	VER			ind:pre:1s;ind:pre:3s;	a|k_y_l_#	a|cc_u_l_e	0,14	0,29
accusais	akyzE	accuser	VER	VER			ind:imp:1s;ind:imp:2s;	a|k_y|z_E	a|cc_u|s_ais	0,68	0,29
acquis	aki	acquis	NOM	ADJ,NOM,VER	m			a|k_i_#	a|cqu_i_s	1,69	0,29
acquit	aki	acquit	NOM	NOM,VER	m	s		a|k_i_#	a|cqu_i_t	2,16	0,29
actions	aktj§	acter	VER	NOM,VER			ind:imp:1p;sub:pre:1p;	a_k|t_j_§	a_c|t_i_ons	0	0,29
adjure	adZyR	adjurer	VER	VER			ind:pre:1s;ind:pre:3s;	a|d_Z_y_R_#	a|d_j_u_r_e	0,41	0,29
adoucie	adusi	adoucir	VER	VER	f	s	par:pas;	a|d_u|s_i_#	a|d_ou|c_i_e	1,08	0,29
affectées	afEkte	affecter	VER	VER,ADJ	f	p	par:pas;	a|f_E_k|t_e_#	a|ff_e_c|t_é_es	0,74	0,29
affichée	afiSe	afficher	VER	VER	f	s	par:pas;	a|f_i|S_e_#	a|ff_i|ch_é_e	0,88	0,29
affranchit	afR@Si	affranchir	VER	VER			ind:pre:3s;ind:pas:3s;	a|f_R_@|S_i	a|ff_r_an|ch_it	1,15	0,29
afghane	afgan	afghan	NOM	ADJ,NOM	f	s		a_f|g_#_a_n_#	a_f|g_h_a_n_e	0	0,29
agirais	aZiRE	agir	VER	VER			cnd:pre:1s;cnd:pre:2s;	a|Z_i|R_E	a|g_i|r_ais	0,07	0,29
agrégation	agRegasj§	agrégation	NOM	NOM	f	s		a|g_R_e|g_a|s_j_§	a|g_r_é|g_a|t_i_on	2,97	0,29
ahuri	ayRi	ahurir	VER	ADJ,NOM,VER	m	s	par:pas;	a_#|y|R_i	a_h|u|r_i	1,35	0,29
aiguilleur	eg8ij9R	aiguilleur	NOM	NOM	m	s		e|g_8_i|j_9_R	ai|g_u_i|ll_eu_r	0,34	0,29
ailés	ele	ailé	ADJ	VER,ADJ	m	p		e|l_e_#	ai|l_é_s	0,54	0,29
alexandrins	alEks@dR5	alexandrin	NOM	ADJ,NOM	m	p		a|l_E|ks_@|d_R_5_#	a|l_e|x_an|d_r_in_s	1,49	0,29
algue	alg	algue	NOM	NOM	f	s		a_l_g_#	a_l_gu_e	1,62	0,29
allaitement	alEt°m@	allaitement	NOM	NOM	m	s		a|l_E|t_°|m_@	a|ll_ai|t_e|m_ent	0,14	0,29
allumés	alyme	allumé	ADJ	VER,ADJ,NOM	m	p		a|l_y|m_e_#	a|ll_u|m_é_s	3,18	0,29
alléchante	aleS@t	alléchant	ADJ	ADJ	f	s		a|l_e|S_@_t_#	a|ll_é|ch_an_t_e	0,61	0,29
ambages	@baZ	ambages	NOM	NOM	f	p		@|b_a_Z_#	am|b_a_g_es	0,88	0,29
amontillado	am§tijado	amontillado	NOM	NOM	m	s		a|m_§|t_i|j_a|d_o	a|m_on|t_i|ll_a|d_o	0,14	0,29
amphi	@fi	amphi	NOM	NOM	m	s		@|f_i	am|ph_i	0,61	0,29
amplitude	@plityd	amplitude	NOM	NOM	f	s		@|p_l_i|t_y_d_#	am|p_l_i|t_u_d_e	1,76	0,29
aménagements	amenaZ°m@	aménagement	NOM	NOM	m	p		a|m_e|n_a|Z_°|m_@_#	a|m_é|n_a|g_e|m_en_ts	0,95	0,29
aménagée	amenaZe	aménager	VER	VER	f	s	par:pas;	a|m_e|n_a|Z_e_#	a|m_é|n_a|g_é_e	3,31	0,29
analyseur	analiz9R	analyseur	NOM	NOM	m	s		a|n_a|l_i|z_9_R	a|n_a|l_y|s_eu_r	0	0,29
analysées	analize	analyser	VER	VER,NOM	f	p	par:pas;	a|n_a|l_i|z_e_#	a|n_a|l_y|s_é_es	0,07	0,29
angora	@goRa	angora	NOM	ADJ,NOM	m	s		@|g_o|R_a	an|g_o|r_a	0,34	0,29
anima	anima	animer	VER	VER			ind:pas:3s;	a|n_i|m_a	a|n_i|m_a	1,89	0,29
antiaérienne	@tiaeRjEn	antiaérien	ADJ	ADJ	f	s		@|t_i|a|e|R_j_E_n_#	an|t_i|a|é|r_i_e_nn_e	0,54	0,29
apitoiement	apitwam@	apitoiement	NOM	NOM	m	s		a|p_i|t_wa_#|m_@	a|p_i|t_oi_e|m_ent	0,61	0,29
appareillage	apaREjaZ	appareillage	NOM	NOM	m	s		a|p_a|R_E|j_a_Z	a|pp_a|r_ei|ll_a_ge	1,62	0,29
apprêtes	apREt	apprêter	VER	VER			ind:pre:2s;sub:pre:2s;	a|p_R_E_t_#	a|pp_r_ê_t_es	0	0,29
appuyée	ap8ije	appuyé	ADJ	VER,ADJ	f	s		a|p_8_ij|e_#	a|pp_u_y|é_e	1,76	0,29
arien	aRj5	arien	ADJ	ADJ,NOM	m	s		a|R_j_5	a|r_i_en	0	0,29
arrangeons	aR@Z§	arranger	VER	VER			imp:pre:1p;ind:pre:1p;	a|R_@|Z_§	a|rr_an|ge_ons	0,07	0,29
assèchent	asES	assécher	VER	VER			ind:pre:3p;	a|s_E_S_#	a|ss_è_ch_ent	0	0,29
athéisme	ateizm	athéisme	NOM	NOM	m	s		a|t_e|i_z_m_#	a|th_é|i_s_m_e	1,76	0,29
attacherai	ataS°RE	attacher	VER	VER			ind:fut:1s;	a|t_a|S_°|R_E	a|tt_a|ch_e|r_ai	0,2	0,29
attaquerez	atak°Re	attaquer	VER	VER			ind:fut:2p;	a|t_a|k_°|R_e	a|tt_a|qu_e|r_ez	0,07	0,29
attardés	ataRde	attardé	ADJ	VER,ADJ,NOM	m	p		a|t_a_R|d_e_#	a|tt_a_r|d_é_s	1,15	0,29
attisé	atize	attiser	VER	VER	m	s	par:pas;	a|t_i|z_e	a|tt_i|s_é	0,07	0,29
auquel	okEl	auquel	PRO:int	PRO:int,PRO:rel				o|k_E_l	au|qu_e_l	4,86	0,29
automobiles	otomobil	automobile	ADJ	ADJ,NOM		p		o|t_o|m_o|b_i_l_#	au|t_o|m_o|b_i_l_es	1,35	0,29
autoriserait	otoRiz°RE	autoriser	VER	VER			cnd:pre:3s;	o|t_o|R_i|z_°|R_E	au|t_o|r_i|s_e|r_ait	0,41	0,29
avancerai	av@s°RE	avancer	VER	VER			ind:fut:1s;	a|v_@|s_°|R_E	a|v_an|c_e|r_ai	0,2	0,29
bachot	baSo	bachot	NOM	NOM	m	s		b_a|S_o_#	b_a|ch_o_t	3,18	0,29
balancerais	bal@s°RE	balancer	VER	VER			cnd:pre:1s;cnd:pre:2s;	b_a|l_@|s_°|R_E	b_a|l_an|c_e|r_ais	0,2	0,29
balançaient	bal@sE	balancer	VER	VER			ind:imp:3p;	b_a|l_@|s_E	b_a|l_an|ç_aient	3,51	0,29
bancal	b@kal	bancal	ADJ	ADJ	m	s		b_@|k_a_l	b_an|c_a_l	1,42	0,29
barbouille	baRbuj	barbouiller	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	b_a_R|b_u_j_#	b_a_r|b_ou_ill_e	0,81	0,29
bath	bat	bath	ADJ	ADJ				b_a_t	b_a_th	4,73	0,29
bavarois	bavaRwa	bavarois	ADJ	ADJ,NOM	m			b_a|v_a|R_wa_#	b_a|v_a|r_oi_s	0,95	0,29
bidonnées	bidone	bidonner	VER	VER	f	p	par:pas;	b_i|d_o|n_e_#	b_i|d_o|nn_é_es	0	0,29
bidonvilles	bid§vil	bidonville	NOM	NOM	m	p		b_i|d_§|v_i_l_#	b_i|d_on|v_i_ll_es	0,74	0,29
bienfaisant	bj5f°z@	bienfaisant	ADJ	ADJ	m	s		b_j_5|f_°|z_@	b_i_en|f_ai|s_ant	1,08	0,29
bifurcation	bifyRkasj§	bifurcation	NOM	NOM	f	s		b_i|f_y_R|k_a|s_j_§	b_i|f_u_r|c_a|t_i_on	0,41	0,29
biles	bil	biler	VER	NOM,VER			ind:pre:2s;	b_i_l_#	b_i_l_es	0	0,29
biniou	binju	biniou	NOM	NOM	m	s		b_i|n_j_u	b_i|n_i_ou	0,74	0,29
blagueur	blag9R	blagueur	NOM	ADJ,NOM	m	s		b_l_a|g_9_R	b_l_a|gu_eu_r	0	0,29
blanchi	bl@Si	blanchi	ADJ	ADJ,VER	m	s		b_l_@|S_i	b_l_an|ch_i	0,68	0,29
blason	blaz§	blason	NOM	NOM	m	s		b_l_a|z_§	b_l_a|s_on	3,04	0,29
blasphémateurs	blasfemat9R	blasphémateur	NOM	ADJ,NOM	m	p		b_l_a_s|f_e|m_a|t_9_R_#	b_l_a_s|ph_é|m_a|t_eu_r_s	0,07	0,29
bordée	bORde	border	VER	VER,ADJ,NOM	f	s	par:pas;	b_O_R|d_e_#	b_o_r|d_é_e	8,11	0,29
borner	bORne	borner	VER	VER			inf;	b_O_R|n_e	b_o_r|n_er	0,81	0,29
boucaniers	bukanje	boucanier	NOM	NOM	m	p		b_u|k_a|n_j_e_#	b_ou|c_a|n_i_er_s	0,07	0,29
bouchonne	buSOn	bouchonner	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	b_u|S_O_n_#	b_ou|ch_o_nn_e	0,07	0,29
bouffaient	bufE	bouffer	VER	VER			ind:imp:3p;	b_u|f_E	b_ou|ff_aient	0,34	0,29
bouffeurs	buf9R	bouffeur	NOM	ADJ,NOM	m	p		b_u|f_9_R_#	b_ou|ff_eu_r_s	0,14	0,29
bouleversante	bul°vERs@t	bouleversant	ADJ	ADJ	f	s		b_u|l_°|v_E_R|s_@_t_#	b_ou|l_e|v_e_r|s_an_t_e	2,43	0,29
bouleversements	bul°vERs°m@	bouleversement	NOM	NOM	m	p		b_u|l_°|v_E_R|s_°|m_@_#	b_ou|l_e|v_e_r|s_e|m_en_ts	3,04	0,29
bourlingué	buRl5ge	bourlinguer	VER	VER	m	s	par:pas;	b_u_R|l_5|g_e	b_ou_r|l_in|gu_é	0,27	0,29
boxais	bOksE	boxer	VER	VER			ind:imp:1s;ind:imp:2s;	b_O|ks_E	b_o|x_ais	0	0,29
braille	bRaj	brailler	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	b_R_a_j_#	b_r_a_ill_e	2,7	0,29
brassards	bRasaR	brassard	NOM	NOM	m	p		b_R_a|s_a_R_#	b_r_a|ss_a_r_ds	1,01	0,29
breloques	bR2lOk	breloque	NOM	NOM	f	p		b_R_2|l_O_k_#	b_r_e|l_o_qu_es	0,74	0,29
briseuse	bRiz2z	briseur	NOM	NOM	f	s		b_R_i|z_2_z_#	b_r_i|s_eu_s_e	0,07	0,29
brouillent	bRuj	brouiller	VER	VER			ind:pre:3p;	b_R_u_j_#	b_r_ou_ill_ent	1,35	0,29
bâillent	baj	bâiller	VER	VER			ind:pre:3p;	b_a_j_#	b_â_ill_ent	0,74	0,29
bénévoles	benevOl	bénévole	ADJ	ADJ,NOM		p		b_e|n_e|v_O_l_#	b_é|n_é|v_o_l_es	1,01	0,29
cachette	kaSEt	cacheter	VER	VER,NOM			ind:pre:1s;ind:pre:3s;	k_a|S_E_t_#	c_a|ch_e_tt_e	0,14	0,29
cafard	kafaR	cafard	ADJ	ADJ,NOM	m	s		k_a|f_a_R_#	c_a|f_a_r_d	0,47	0,29
caissons	kEs§	caisson	NOM	NOM	m	p		k_E|s_§_#	c_ai|ss_on_s	2,23	0,29
calculait	kalkylE	calculer	VER	VER			ind:imp:3s;	k_a_l|k_y|l_E	c_a_l|c_u|l_ait	1,49	0,29
canneberges	kan°bERZ	canneberge	NOM	NOM	f	p		k_a|n_°|b_E_R_Z_#	c_a|nn_e|b_e_r_g_es	0	0,29
capricorne	kapRikORn	capricorne	NOM	NOM	m	s		k_a|p_R_i|k_O_R_n_#	c_a|p_r_i|c_o_r_n_e	0	0,29
captive	kaptiv	captif	ADJ	ADJ,NOM	f	s		k_a_p|t_i_v_#	c_a_p|t_i_v_e	0,68	0,29
caractérisé	kaRakteRize	caractériser	VER	VER,ADJ	m	s	par:pas;	k_a|R_a_k|t_e|R_i|z_e	c_a|r_a_c|t_é|r_i|s_é	0,2	0,29
cassant	kas@	cassant	ADJ	ADJ,VER	m	s		k_a|s_@	c_a|ss_ant	1,22	0,29
catalogue	katalOg	cataloguer	VER	NOM,VER			ind:pre:1s;ind:pre:3s;	k_a|t_a|l_O_g_#	c_a|t_a|l_o_gu_e	0,2	0,29
causant	koz@	causant	ADJ	ADJ,VER	m	s		k_o|z_@	c_au|s_ant	1,49	0,29
causeur	koz9R	causeur	ADJ	ADJ,NOM	m	s		k_o|z_9_R	c_au|s_eu_r	0,14	0,29
causions	kozj§	causer	VER	VER			ind:imp:1p;	k_o|z_j_§	c_au|s_i_ons	1,01	0,29
caveaux	kavo	caveau	NOM	NOM	m	p		k_a|v_o_#	c_a|v_eau_x	0,54	0,29
centrée	s@tRe	centrer	VER	VER,ADJ	f	s	par:pas;	s_@|t_R_e_#	c_en|t_r_é_e	0,2	0,29
cervical	sERvikal	cervical	ADJ	ADJ	m	s		s_E_R|v_i|k_a_l	c_e_r|v_i|c_a_l	0,14	0,29
challenges	SalEndZ	challenge	NOM	NOM	m	p		S_a|l_E_n_dZ_#	ch_a|ll_e_n_g_es	0	0,29
chancelant	S@s°l@	chanceler	VER	ADJ,VER			par:pre;	S_@|s_°|l_@	ch_an|c_e|l_ant	0,88	0,29
changeriez	S@Z°Rje	changer	VER	VER			cnd:pre:2p;	S_@|Z_°|R_j_e	ch_an|g_e|r_i_ez	0	0,29
chapitre	SapitR	chapitrer	VER	NOM,VER			ind:pre:3s;	S_a|p_i_t_R_#	ch_a|p_i_t_r_e	0,41	0,29
chatoyant	Satwaj@	chatoyant	ADJ	ADJ,VER	m	s		S_a|t_wa_j|@	ch_a|t_o_y|ant	0,74	0,29
châsse	Sas	châsse	NOM	NOM	f	s		S_a_s_#	ch_â_ss_e	3,18	0,29
circulaient	siRkylE	circuler	VER	VER			ind:imp:3p;	s_i_R|k_y|l_E	c_i_r|c_u|l_aient	3,92	0,29
circulait	siRkylE	circuler	VER	VER			ind:imp:3s;	s_i_R|k_y|l_E	c_i_r|c_u|l_ait	4,59	0,29
clac	klak	clac	ONO	ONO				k_l_a_k	c_l_a_c	3,72	0,29
clamser	klamse	clamser	VER	VER			inf;	k_l_a_m|s_e	c_l_a_m|s_er	0,74	0,29
climatisé	klimatize	climatisé	ADJ	VER,ADJ	m	s		k_l_i|m_a|t_i|z_e	c_l_i|m_a|t_i|s_é	0,27	0,29
clouté	klute	clouté	ADJ	VER,ADJ	m	s		k_l_u|t_e	c_l_ou|t_é	1,62	0,29
coexister	koEgziste	coexister	VER	VER			inf;	k_o|E_gz|i_s|t_e	c_o|e_x|i_s|t_er	0,41	0,29
coffreront	kOfR°R§	coffrer	VER	VER			ind:fut:3p;	k_O|f_R_°|R_§	c_o|ff_r_e|r_ont	0	0,29
cohortes	koORt	cohorte	NOM	NOM	f	p		k_o_#|O_R_t_#	c_o_h|o_r_t_es	1,22	0,29
collabos	kolabo	collabo	NOM	NOM		p		k_o|l_a|b_o_#	c_o|ll_a|b_o_s	1,55	0,29
colombien	kol§bj5	colombien	ADJ	ADJ,NOM	m	s		k_o|l_§|b_j_5	c_o|l_om|b_i_en	0	0,29
comblent	k§bl	combler	VER	VER			ind:pre:3p;	k_§_b_l_#	c_om_b_l_ent	0,2	0,29
conquit	k§ki	conquérir	VER	VER			ind:pas:3s;	k_§|k_i	c_on|qu_it	0,81	0,29
conquérante	k§keR@t	conquérant	ADJ	ADJ,NOM	f	s		k_§|k_e|R_@_t_#	c_on|qu_é|r_an_t_e	1,01	0,29
consacra	k§sakRa	consacrer	VER	VER			ind:pas:3s;	k_§|s_a|k_R_a	c_on|s_a|c_r_a	1,89	0,29
conseillent	k§sEj	conseiller	VER	VER			ind:pre:3p;	k_§|s_E_j_#	c_on|s_ei_ll_ent	0,14	0,29
consignés	k§siNe	consigner	VER	VER,ADJ	m	p	par:pas;	k_§|s_i|N_e_#	c_on|s_i|gn_é_s	0,34	0,29
consolez	k§sole	consoler	VER	VER			imp:pre:2p;	k_§|s_o|l_e	c_on|s_o|l_ez	0,07	0,29
construirez	k§stR8iRe	construire	VER	VER			ind:fut:2p;	k_§_s|t_R_8_i|R_e	c_on_s|t_r_u_i|r_ez	0,07	0,29
construisais	k§stR8izE	construire	VER	VER			ind:imp:1s;ind:imp:2s;	k_§_s|t_R_8_i|z_E	c_on_s|t_r_u_i|s_ais	0,34	0,29
consultants	k§sylt@	consultant	NOM	ADJ,NOM	m	p		k_§|s_y_l|t_@_#	c_on|s_u_l|t_an_ts	0,07	0,29
contestations	k§tEstasj§	contestation	NOM	NOM	f	p		k_§|t_E_s|t_a|s_j_§_#	c_on|t_e_s|t_a|t_i_on_s	0,54	0,29
contestes	k§tEst	contester	VER	VER			ind:pre:2s;	k_§|t_E_s_t_#	c_on|t_e_s_t_es	0,2	0,29
continentale	k§tin@tal	continental	NOM	ADJ,NOM	f	s		k_§|t_i|n_@|t_a_l_#	c_on|t_i|n_en|t_a_l_e	0,07	0,29
continentaux	k§tin@to	continental	NOM	ADJ,NOM	m	p		k_§|t_i|n_@|t_o_#	c_on|t_i|n_en|t_au_x	0,2	0,29
contraceptifs	k§tRasEptif	contraceptif	NOM	NOM	m	p		k_§|t_R_a|s_E_p|t_i_f_#	c_on|t_r_a|c_e_p|t_i_f_s	0,07	0,29
conventionnels	k§v@sjonEl	conventionnel	ADJ	ADJ,NOM	m	p		k_§|v_@|s_j_o|n_E_l_#	c_on|v_en|t_i_o|nn_e_l_s	0,61	0,29
